Departure_CITY,Arrival_CITY,COUPON,VACATION,Departure_avg_INCOME,Arrival_avg_INCOME,Departure_avg_population,Arrival_avg_population,SLOT,GATE,DISTANCE,PAX,FARE
New York/Newark     NY,Rochester           NY,1.01,No,32991,26044,8621121,113091,Controlled,Free,254,8469,127.38
New York/Newark     NY,Rochester           NY,1.01,No,32991,26044,8621121,113091,Free,Constrained,254,8469,127.38
Burbank             CA,Sacramento          CA,1.01,No,24706,24236,9056076,1481076,Free,Free,349,15444,52.53
Las Vegas           NV,Sacramento          CA,1.18,Yes,24575,24236,1197234,1481076,Free,Free,387,7985,56.91
Los Angeles         CA,Sacramento          CA,1.01,No,24706,24236,9056076,1481076,Free,Free,361,18833,56.79
Phoenix             AZ,Sacramento          CA,1.1,No,23025,24236,2753373,1481076,Free,Free,629,7007,78.67
San Diego           CA,Sacramento          CA,1.02,No,23903,24236,2673620,1481076,Free,Free,472,15062,57.57
Seattle/Tacoma      WA,Sacramento          CA,1.03,No,30916,24236,2230831,1481076,Free,Free,618,10303,64.39
Atlanta             GA,Salt Lake City      UT,1.46,No,26993,21121,3532657,1228816,Free,Free,1588,4644,179.13
Chicago             IL,Salt Lake City      UT,1.22,No,29260,21121,7830332,1228816,Controlled,Free,1259,5763,185.65
Chicago             IL,Salt Lake City      UT,1.22,No,29260,21121,7830332,1228816,Free,Free,1259,5763,185.65
Denver              CO,Salt Lake City      UT,1,No,29055,21121,1862106,1228816,Free,Free,388,12994,69.6
Las Vegas           NV,Salt Lake City      UT,1.01,Yes,24575,21121,1197234,1228816,Free,Free,359,10349,57.4
Los Angeles         CA,Salt Lake City      UT,1.05,No,24706,21121,9056076,1228816,Free,Free,584,17617,66.46
New York/Newark     NY,Salt Lake City      UT,1.64,No,32991,21121,8621121,1228816,Controlled,Free,1982,4739,259.32
New York/Newark     NY,Salt Lake City      UT,1.64,No,32991,21121,8621121,1228816,Controlled,Free,1982,4739,259.32
New York/Newark     NY,Salt Lake City      UT,1.64,No,32991,21121,8621121,1228816,Free,Constrained,1982,4739,259.32
Oakland             CA,Salt Lake City      UT,1,No,29846,21121,2237227,1228816,Free,Free,586,6460,69.95
Phoenix             AZ,Salt Lake City      UT,1.01,No,23025,21121,2753373,1228816,Free,Free,495,12447,73.69
Sacramento          CA,Salt Lake City      UT,1.05,No,24236,21121,1481076,1228816,Free,Free,525,4176,72.22
San Diego           CA,Salt Lake City      UT,1.06,No,23903,21121,2673620,1228816,Free,Free,617,6671,65.91
San Francisco       CA,Salt Lake City      UT,1.02,No,38813,21121,1653017,1228816,Free,Free,593,6213,85.19
Seattle/Tacoma      WA,Salt Lake City      UT,1.03,No,30916,21121,2230831,1228816,Free,Free,696,9201,78.3
Chicago             IL,San Antonio         TX,1.28,No,29260,21276,7830332,1481709,Controlled,Free,1038,6233,128.36
Chicago             IL,San Antonio         TX,1.28,No,29260,21276,7830332,1481709,Free,Free,1038,6233,128.36
Dallas/Fort Worth   TX,San Antonio         TX,1.01,No,28637,21276,3036732,1481709,Free,Free,242,22163,63.69
Houston             TX,San Antonio         TX,1,No,27211,21276,3770125,1481709,Free,Free,177,10581,63.92
Las Vegas           NV,San Antonio         TX,1.3,Yes,24575,21276,1197234,1481709,Free,Free,1074,6756,86.71
Los Angeles         CA,San Antonio         TX,1.42,No,24706,21276,9056076,1481709,Free,Free,1218,4620,130.09
New York/Newark     NY,San Antonio         TX,1.78,No,32991,21276,8621121,1481709,Controlled,Free,1577,3732,273.53
New York/Newark     NY,San Antonio         TX,1.78,No,32991,21276,8621121,1481709,Controlled,Free,1577,3732,273.53
New York/Newark     NY,San Antonio         TX,1.78,No,32991,21276,8621121,1481709,Free,Constrained,1577,3732,273.53
Orlando             FL,San Antonio         TX,1.6,Yes,22360,21276,1421287,1481709,Free,Free,1032,2978,118.17
Atlanta             GA,San Diego           CA,1.44,No,26993,23903,3532657,2673620,Free,Free,1886,4445,204.35
Boston              MA,San Diego           CA,1.94,No,30124,23903,5787293,2673620,Free,Free,2576,3987,291.51
Chicago             IL,San Diego           CA,1.27,No,29260,23903,7830332,2673620,Controlled,Free,1724,9252,219.63
Chicago             IL,San Diego           CA,1.27,No,29260,23903,7830332,2673620,Free,Free,1724,9252,219.63
Dallas/Fort Worth   TX,San Diego           CA,1.18,No,28637,23903,3036732,2673620,Free,Free,1163,4596,252.97
Denver              CO,San Diego           CA,1.2,No,29055,23903,1862106,2673620,Free,Free,840,6901,134.79
Las Vegas           NV,San Diego           CA,1.01,Yes,24575,23903,1197234,2673620,Free,Free,258,17966,53.14
Los Angeles         CA,San Diego           CA,1,No,24706,23903,9056076,2673620,Free,Free,114,6446,70.41
Los Angeles         CA,San Diego           CA,1,No,24706,23903,9056076,2673620,Free,Free,114,6446,70.41
Minneapolis/St Paul MN,San Diego           CA,1.3,No,28739,23903,2761118,2673620,Free,Constrained,1532,3066,251.73
New York/Newark     NY,San Diego           CA,1.57,No,32991,23903,8621121,2673620,Controlled,Free,2433,9343,299.17
New York/Newark     NY,San Diego           CA,1.57,No,32991,23903,8621121,2673620,Controlled,Free,2433,9343,299.17
New York/Newark     NY,San Diego           CA,1.57,No,32991,23903,8621121,2673620,Free,Constrained,2433,9343,299.17
Oakland             CA,San Diego           CA,1.02,No,29846,23903,2237227,2673620,Free,Free,448,16226,57.29
Phoenix             AZ,San Diego           CA,1.01,No,23025,23903,2753373,2673620,Free,Free,295,20653,50.1
San Francisco       CA,San Diego           CA,1.02,No,38813,23903,1653017,2673620,Free,Free,455,27906,58.68
Seattle/Tacoma      WA,San Diego           CA,1.26,No,30916,23903,2230831,2673620,Free,Free,1056,11396,100.8
Atlanta             GA,San Francisco       CA,1.36,No,26993,38813,3532657,1653017,Free,Free,2137,10112,248.49
Boston              MA,San Francisco       CA,1.39,No,30124,38813,5787293,1653017,Free,Free,2694,16050,367.72
Burbank             CA,San Francisco       CA,1,No,24706,38813,9056076,1653017,Free,Free,332,14363,83.74
Chicago             IL,San Francisco       CA,1.2,No,29260,38813,7830332,1653017,Controlled,Free,1851,20831,291.66
Chicago             IL,San Francisco       CA,1.2,No,29260,38813,7830332,1653017,Free,Free,1851,20831,291.66
Dallas/Fort Worth   TX,San Francisco       CA,1.24,No,28637,38813,3036732,1653017,Free,Free,1463,7537,297.83
Denver              CO,San Francisco       CA,1.09,No,29055,38813,1862106,1653017,Free,Free,960,15039,168.96
Detroit             MI,San Francisco       CA,1.37,No,26506,38813,4459144,1653017,Free,Constrained,2084,4913,314.88
Houston             TX,San Francisco       CA,1.26,No,27211,38813,3770125,1653017,Free,Free,1637,7341,241.04
Kansas City         MO,San Francisco       CA,1.35,No,25450,38813,1694803,1653017,Free,Free,1500,6158,116.52
Las Vegas           NV,San Francisco       CA,1.06,Yes,24575,38813,1197234,1653017,Free,Free,416,17840,72.58
Los Angeles         CA,San Francisco       CA,1.02,No,24706,38813,9056076,1653017,Free,Free,341,43671,79.23
Miami               FL,San Francisco       CA,1.43,Yes,21207,38813,2105604,1653017,Free,Free,2579,4583,261.67
Minneapolis/St Paul MN,San Francisco       CA,1.19,No,28739,38813,2761118,1653017,Free,Constrained,1589,8881,224.17
New York/Newark     NY,San Francisco       CA,1.24,No,32991,38813,8621121,1653017,Controlled,Free,2574,41492,374.4
New York/Newark     NY,San Francisco       CA,1.24,No,32991,38813,8621121,1653017,Controlled,Free,2574,41492,374.4
New York/Newark     NY,San Francisco       CA,1.24,No,32991,38813,8621121,1653017,Free,Constrained,2574,41492,374.4
Orlando             FL,San Francisco       CA,1.66,Yes,22360,38813,1421287,1653017,Free,Free,2443,4799,261.74
Philadelphia/Camden PA,San Francisco       CA,1.41,No,27994,38813,4948339,1653017,Free,Free,2523,8081,326.76
Phoenix             AZ,San Francisco       CA,1.03,No,23025,38813,2753373,1653017,Free,Free,646,14400,85.52
Seattle/Tacoma      WA,San Francisco       CA,1.02,No,30916,38813,2230831,1653017,Free,Free,676,20727,81.28
Austin              TX,San Jose            CA,1.17,No,23665,34880,1038660,1594251,Free,Free,1473,4071,200.41
Boston              MA,San Jose            CA,1.53,No,30124,34880,5787293,1594251,Free,Free,2682,3677,402.02
Burbank             CA,San Jose            CA,1,No,24706,34880,9056076,1594251,Free,Free,296,10770,59.8
Chicago             IL,San Jose            CA,1.27,No,29260,34880,7830332,1594251,Controlled,Free,1837,4600,294.18
Chicago             IL,San Jose            CA,1.27,No,29260,34880,7830332,1594251,Free,Free,1837,4600,294.18
Dallas/Fort Worth   TX,San Jose            CA,1.12,No,28637,34880,3036732,1594251,Free,Free,1436,4799,325.02
Denver              CO,San Jose            CA,1.18,No,29055,34880,1862106,1594251,Free,Free,943,4166,263.48
Las Vegas           NV,San Jose            CA,1.01,Yes,24575,34880,1197234,1594251,Free,Free,387,13378,55.16
Los Angeles         CA,San Jose            CA,1,No,24706,34880,9056076,1594251,Free,Free,305,26888,58.98
Phoenix             AZ,San Jose            CA,1.05,No,23025,34880,2753373,1594251,Free,Free,614,10131,92.57
San Diego           CA,San Jose            CA,1,No,23903,34880,2673620,1594251,Free,Free,419,17034,63.39
Seattle/Tacoma      WA,San Jose            CA,1.02,No,30916,34880,2230831,1594251,Free,Free,702,15072,63.3
New York/Newark     NY,Sarasota/Bradenton  FL,1.37,Yes,32991,30460,8621121,528868,Controlled,Free,1042,4028,137.25
New York/Newark     NY,Sarasota/Bradenton  FL,1.37,Yes,32991,30460,8621121,528868,Controlled,Free,1042,4028,137.25
New York/Newark     NY,Sarasota/Bradenton  FL,1.37,Yes,32991,30460,8621121,528868,Free,Constrained,1042,4028,137.25
Anchorage           AK,Seattle/Tacoma      WA,1.02,No,28690,30916,249642,2230831,Free,Free,1443,14474,142.83
Atlanta             GA,Seattle/Tacoma      WA,1.47,No,26993,30916,3532657,2230831,Free,Free,2182,6124,200.2
Boston              MA,Seattle/Tacoma      WA,1.59,No,30124,30916,5787293,2230831,Free,Free,2489,4560,297.61
Burbank             CA,Seattle/Tacoma      WA,1.11,No,24706,30916,9056076,2230831,Free,Free,943,5638,97.46
Chicago             IL,Seattle/Tacoma      WA,1.25,No,29260,30916,7830332,2230831,Controlled,Free,1731,10343,260.16
Chicago             IL,Seattle/Tacoma      WA,1.25,No,29260,30916,7830332,2230831,Free,Free,1731,10343,260.16
Dallas/Fort Worth   TX,Seattle/Tacoma      WA,1.23,No,28637,30916,3036732,2230831,Free,Free,1662,6482,239.66
Denver              CO,Seattle/Tacoma      WA,1.14,No,29055,30916,1862106,2230831,Free,Free,1028,9760,169.92
Detroit             MI,Seattle/Tacoma      WA,1.42,No,26506,30916,4459144,2230831,Free,Constrained,1932,2575,285.34
Las Vegas           NV,Seattle/Tacoma      WA,1.16,Yes,24575,30916,1197234,2230831,Free,Free,869,15887,70.16
Los Angeles         CA,Seattle/Tacoma      WA,1.08,No,24706,30916,9056076,2230831,Free,Free,957,28988,101.64
Minneapolis/St Paul MN,Seattle/Tacoma      WA,1.13,No,28739,30916,2761118,2230831,Free,Constrained,1402,6907,186.96
New York/Newark     NY,Seattle/Tacoma      WA,1.52,No,32991,30916,8621121,2230831,Controlled,Free,2411,10125,289.25
New York/Newark     NY,Seattle/Tacoma      WA,1.52,No,32991,30916,8621121,2230831,Controlled,Free,2411,10125,289.25
New York/Newark     NY,Seattle/Tacoma      WA,1.52,No,32991,30916,8621121,2230831,Free,Constrained,2411,10125,289.25
Oakland             CA,Seattle/Tacoma      WA,1.02,No,29846,30916,2237227,2230831,Free,Free,677,17497,63.06
Orlando             FL,Seattle/Tacoma      WA,1.88,Yes,22360,30916,1421287,2230831,Free,Free,2553,3183,238.73
Phoenix             AZ,Seattle/Tacoma      WA,1.22,No,23025,30916,2753373,2230831,Free,Free,1103,13153,110
Seattle/Tacoma      WA,Spokane             WA,1,No,30916,21300,2230831,403939,Free,Free,225,16507,51.3
Atlanta             GA,St Louis            MO,1.07,No,26993,25824,3532657,2549844,Free,Free,471,5303,199.8
Chicago             IL,St Louis            MO,1,No,29260,25824,7830332,2549844,Controlled,Free,257,24362,76.96
Chicago             IL,St Louis            MO,1,No,29260,25824,7830332,2549844,Free,Free,257,24362,76.96
Cleveland           OH,St Louis            MO,1.04,No,26046,25824,2230955,2549844,Free,Free,492,5629,77.62
Dallas/Fort Worth   TX,St Louis            MO,1.06,No,28637,25824,3036732,2549844,Free,Free,556,7478,188.11
Denver              CO,St Louis            MO,1.08,No,29055,25824,1862106,2549844,Free,Free,785,4186,207.17
Detroit             MI,St Louis            MO,1.02,No,26506,25824,4459144,2549844,Free,Constrained,447,10298,77.46
Houston             TX,St Louis            MO,1.03,No,27211,25824,3770125,2549844,Free,Free,682,7785,105.13
Kansas City         MO,St Louis            MO,1,No,25450,25824,1694803,2549844,Free,Free,244,9784,56.8
Las Vegas           NV,St Louis            MO,1.28,Yes,24575,25824,1197234,2549844,Free,Free,1379,4971,141.48
Los Angeles         CA,St Louis            MO,1.28,No,24706,25824,9056076,2549844,Free,Free,1602,6165,210.16
Minneapolis/St Paul MN,St Louis            MO,1.03,No,28739,25824,2761118,2549844,Free,Constrained,457,4826,202.77
New York/Newark     NY,St Louis            MO,1.16,No,32991,25824,8621121,2549844,Controlled,Free,877,10816,261.63
New York/Newark     NY,St Louis            MO,1.16,No,32991,25824,8621121,2549844,Controlled,Free,877,10816,261.63
New York/Newark     NY,St Louis            MO,1.16,No,32991,25824,8621121,2549844,Free,Constrained,877,10816,261.63
Orlando             FL,St Louis            MO,1.29,Yes,22360,25824,1421287,2549844,Free,Free,869,6082,142.98
Phoenix             AZ,St Louis            MO,1.07,No,23025,25824,2753373,2549844,Free,Free,1272,5830,137.2
New York/Newark     NY,Syracuse            NY,1,No,32991,22069,8621121,743633,Controlled,Free,199,5275,120.84
New York/Newark     NY,Syracuse            NY,1,No,32991,22069,8621121,743633,Controlled,Free,199,5275,120.84
New York/Newark     NY,Syracuse            NY,1,No,32991,22069,8621121,743633,Free,Constrained,199,5275,120.84
Orlando             FL,Syracuse            NY,1.55,Yes,22360,22069,1421287,743633,Free,Free,1054,3861,119.9
Miami               FL,Tallahassee         FL,1.04,Yes,21207,21002,2105604,258019,Free,Free,399,2789,105.45
Atlanta             GA,Tampa               FL,1.01,Yes,26993,23654,3532657,2195215,Free,Free,414,17437,87.35
Boston              MA,Tampa               FL,1.27,Yes,30124,23654,5787293,2195215,Free,Free,1183,10673,124.82
Chicago             IL,Tampa               FL,1.14,Yes,29260,23654,7830332,2195215,Controlled,Free,1008,17160,127.06
Chicago             IL,Tampa               FL,1.14,Yes,29260,23654,7830332,2195215,Free,Free,1008,17160,127.06
Columbus            OH,Tampa               FL,1.55,Yes,24502,23654,125722,2195215,Free,Free,834,4587,106.65
Dallas/Fort Worth   TX,Tampa               FL,1.13,Yes,28637,23654,3036732,2195215,Free,Free,936,5196,200.69
Detroit             MI,Tampa               FL,1.17,Yes,26506,23654,4459144,2195215,Free,Constrained,994,10640,107.51
Fort Lauderdale     FL,Tampa               FL,1,Yes,26752,23654,1440377,2195215,Free,Free,187,13264,46.32
Hartford            CT,Tampa               FL,1.44,Yes,30268,23654,1106780,2195215,Free,Free,1108,4410,125.25
Las Vegas           NV,Tampa               FL,1.67,Yes,24575,23654,1197234,2195215,Free,Free,1989,3905,128.97
Los Angeles         CA,Tampa               FL,1.61,Yes,24706,23654,9056076,2195215,Free,Free,2164,4065,224.21
Miami               FL,Tampa               FL,1,Yes,21207,23654,2105604,2195215,Free,Free,194,7464,85.62
New York/Newark     NY,Tampa               FL,1.1,Yes,32991,23654,8621121,2195215,Controlled,Free,1009,27103,123.89
New York/Newark     NY,Tampa               FL,1.1,Yes,32991,23654,8621121,2195215,Controlled,Free,1009,27103,123.89
New York/Newark     NY,Tampa               FL,1.1,Yes,32991,23654,8621121,2195215,Free,Constrained,1009,27103,123.89
Philadelphia/Camden PA,Tampa               FL,1.15,Yes,27994,23654,4948339,2195215,Free,Free,932,8064,122.99
Pittsburgh          PA,Tampa               FL,1.29,Yes,25054,23654,2374260,2195215,Free,Constrained,874,4715,119.84
St Louis            MO,Tampa               FL,1.19,Yes,25824,23654,2549844,2195215,Free,Free,865,4749,135.76
Las Vegas           NV,Tucson              AZ,1.1,Yes,24575,20375,1197234,766956,Free,Free,357,5658,49.77
Los Angeles         CA,Tucson              AZ,1.05,No,24706,20375,9056076,766956,Free,Free,447,12808,49.02
San Diego           CA,Tucson              AZ,1.17,No,23903,20375,2673620,766956,Free,Free,358,4307,54.96
Dallas/Fort Worth   TX,Tulsa               OK,1,No,28637,22956,3036732,754013,Free,Free,239,11479,64.97
Houston             TX,Tulsa               OK,1.07,No,27211,22956,3770125,754013,Free,Free,444,7782,100.36
Albuquerque         NM,Washington          DC,1.89,No,22089,31981,668159,4549784,Free,Free,1643,3740,215.57
Albuquerque         NM,Washington          DC,1.89,No,22089,31981,668159,4549784,Controlled,Free,1643,3740,215.57
Atlanta             GA,Washington          DC,1.12,No,26993,31981,3532657,4549784,Free,Free,539,23531,166.67
Atlanta             GA,Washington          DC,1.12,No,26993,31981,3532657,4549784,Controlled,Free,539,23531,166.67
Boston              MA,Washington          DC,1.04,No,30124,31981,5787293,4549784,Free,Free,400,37715,132.79
Boston              MA,Washington          DC,1.04,No,30124,31981,5787293,4549784,Controlled,Free,400,37715,132.79
Chicago             IL,Washington          DC,1.09,No,29260,31981,7830332,4549784,Controlled,Free,591,27713,145.61
Chicago             IL,Washington          DC,1.09,No,29260,31981,7830332,4549784,Controlled,Free,591,27713,145.61
Chicago             IL,Washington          DC,1.09,No,29260,31981,7830332,4549784,Free,Free,591,27713,145.61
Chicago             IL,Washington          DC,1.09,No,29260,31981,7830332,4549784,Controlled,Free,591,27713,145.61
Columbus            OH,Washington          DC,1.07,No,24502,31981,125722,4549784,Free,Free,310,6583,100.95
Columbus            OH,Washington          DC,1.07,No,24502,31981,125722,4549784,Controlled,Free,310,6583,100.95
Dallas/Fort Worth   TX,Washington          DC,1.16,No,28637,31981,3036732,4549784,Free,Free,1185,14398,256.86
Dallas/Fort Worth   TX,Washington          DC,1.16,No,28637,31981,3036732,4549784,Controlled,Free,1185,14398,256.86
Denver              CO,Washington          DC,1.33,No,29055,31981,1862106,4549784,Free,Free,1470,12410,240.48
Denver              CO,Washington          DC,1.33,No,29055,31981,1862106,4549784,Controlled,Free,1470,12410,240.48
Detroit             MI,Washington          DC,1.08,No,26506,31981,4459144,4549784,Free,Constrained,391,7833,205.96
Detroit             MI,Washington          DC,1.08,No,26506,31981,4459144,4549784,Controlled,Constrained,391,7833,205.96
Fort Lauderdale     FL,Washington          DC,1.31,Yes,26752,31981,1440377,4549784,Free,Free,896,5935,127.67
Fort Lauderdale     FL,Washington          DC,1.31,Yes,26752,31981,1440377,4549784,Controlled,Free,896,5935,127.67
Hartford            CT,Washington          DC,1.04,No,30268,31981,1106780,4549784,Free,Free,315,7688,117.35
Hartford            CT,Washington          DC,1.04,No,30268,31981,1106780,4549784,Controlled,Free,315,7688,117.35
Houston             TX,Washington          DC,1.36,No,27211,31981,3770125,4549784,Free,Free,1213,4708,297.2
Houston             TX,Washington          DC,1.36,No,27211,31981,3770125,4549784,Controlled,Free,1213,4708,297.2
Kansas City         MO,Washington          DC,1.42,No,25450,31981,1694803,4549784,Free,Free,935,5252,182.56
Kansas City         MO,Washington          DC,1.42,No,25450,31981,1694803,4549784,Controlled,Free,935,5252,182.56
Los Angeles         CA,Washington          DC,1.33,No,24706,31981,9056076,4549784,Free,Free,2300,20007,303.82
Los Angeles         CA,Washington          DC,1.33,No,24706,31981,9056076,4549784,Controlled,Free,2300,20007,303.82
Miami               FL,Washington          DC,1.15,Yes,21207,31981,2105604,4549784,Free,Free,924,9176,147.8
Miami               FL,Washington          DC,1.15,Yes,21207,31981,2105604,4549784,Controlled,Free,924,9176,147.8
Minneapolis/St Paul MN,Washington          DC,1.19,No,28739,31981,2761118,4549784,Free,Constrained,916,8215,235.1
Minneapolis/St Paul MN,Washington          DC,1.19,No,28739,31981,2761118,4549784,Controlled,Constrained,916,8215,235.1
New Orleans         LA,Washington          DC,1.46,No,22038,31981,1308499,4549784,Free,Free,956,6208,164.3
New Orleans         LA,Washington          DC,1.46,No,22038,31981,1308499,4549784,Controlled,Free,956,6208,164.3
New York/Newark     NY,Washington          DC,1,No,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
New York/Newark     NY,Washington          DC,1,No,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
New York/Newark     NY,Washington          DC,1,No,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
New York/Newark     NY,Washington          DC,1,No,32991,31981,8621121,4549784,Controlled,Free,217,63690,114.35
New York/Newark     NY,Washington          DC,1,No,32991,31981,8621121,4549784,Free,Constrained,217,63690,114.35
New York/Newark     NY,Washington          DC,1,No,32991,31981,8621121,4549784,Controlled,Constrained,217,63690,114.35
Orlando             FL,Washington          DC,1.15,Yes,22360,31981,1421287,4549784,Free,Free,760,14683,125.8
Orlando             FL,Washington          DC,1.15,Yes,22360,31981,1421287,4549784,Controlled,Free,760,14683,125.8
Phoenix             AZ,Washington          DC,1.58,No,23025,31981,2753373,4549784,Free,Free,1970,5190,279.83
Phoenix             AZ,Washington          DC,1.58,No,23025,31981,2753373,4549784,Controlled,Free,1970,5190,279.83
San Diego           CA,Washington          DC,1.57,No,23903,31981,2673620,4549784,Free,Free,2259,6724,273.83
San Diego           CA,Washington          DC,1.57,No,23903,31981,2673620,4549784,Controlled,Free,2259,6724,273.83
San Francisco       CA,Washington          DC,1.37,No,38813,31981,1653017,4549784,Free,Free,2428,17938,347.82
San Francisco       CA,Washington          DC,1.37,No,38813,31981,1653017,4549784,Controlled,Free,2428,17938,347.82
Seattle/Tacoma      WA,Washington          DC,1.55,No,30916,31981,2230831,4549784,Free,Free,2317,7614,281.06
Seattle/Tacoma      WA,Washington          DC,1.55,No,30916,31981,2230831,4549784,Controlled,Free,2317,7614,281.06
St Louis            MO,Washington          DC,1.14,No,25824,31981,2549844,4549784,Free,Free,699,4957,258.37
St Louis            MO,Washington          DC,1.14,No,25824,31981,2549844,4549784,Controlled,Free,699,4957,258.37
Tampa               FL,Washington          DC,1.24,Yes,23654,31981,2195215,4549784,Free,Free,815,8413,132.94
Tampa               FL,Washington          DC,1.24,Yes,23654,31981,2195215,4549784,Controlled,Free,815,8413,132.94
Atlanta             GA,West Palm Beach     FL,1.01,Yes,26993,37375,3532657,991717,Free,Free,546,7788,104.11
Boston              MA,West Palm Beach     FL,1.32,Yes,30124,37375,5787293,991717,Free,Free,1193,8170,127.83
Chicago             IL,West Palm Beach     FL,1.26,Yes,29260,37375,7830332,991717,Controlled,Free,1134,5449,145.53
Chicago             IL,West Palm Beach     FL,1.26,Yes,29260,37375,7830332,991717,Free,Free,1134,5449,145.53
Hartford            CT,West Palm Beach     FL,1.36,Yes,30268,37375,1106780,991717,Free,Free,1125,5243,130.15
New York/Newark     NY,West Palm Beach     FL,1.08,Yes,32991,37375,8621121,991717,Controlled,Free,1030,34324,129.63
New York/Newark     NY,West Palm Beach     FL,1.08,Yes,32991,37375,8621121,991717,Controlled,Free,1030,34324,129.63
New York/Newark     NY,West Palm Beach     FL,1.08,Yes,32991,37375,8621121,991717,Free,Constrained,1030,34324,129.63
Philadelphia/Camden PA,West Palm Beach     FL,1.17,Yes,27994,37375,4948339,991717,Free,Free,960,6016,124.87
Washington          DC,West Palm Beach     FL,1.28,Yes,31981,37375,4549784,991717,Free,Free,858,4877,129.62
Washington          DC,West Palm Beach     FL,1.28,Yes,31981,37375,4549784,991717,Controlled,Free,858,4877,129.62
